x0,y0,r0,dx0,dy0,slack0
16.199999999999946,-0.5,0.4,-1.0,0.0,1.0
16.099999999999945,-0.5,0.4,-1.0,0.0,1.0
15.999999999999945,-0.5,0.4,-1.0,0.0,1.0
15.899999999999945,-0.5,0.4,-1.0,0.0,1.0
15.799999999999946,-0.5,0.4,-1.0,0.0,1.0
15.699999999999946,-0.5,0.4,-1.0,0.0,1.0
15.599999999999946,-0.5,0.4,-1.0,0.0,1.0
15.499999999999947,-0.5,0.4,-1.0,0.0,1.0
15.399999999999947,-0.5,0.4,-1.0,0.0,1.0
15.299999999999947,-0.5,0.4,-1.0,0.0,1.0
15.199999999999948,-0.5,0.4,-1.0,0.0,1.0
15.099999999999948,-0.5,0.4,-1.0,0.0,0.9883481
14.999999999999948,-0.5,0.4,-1.0,0.0,0.99882436
14.899999999999949,-0.5,0.4,-1.0,0.0,0.99882436
14.79999999999995,-0.5,0.4,-1.0,0.0,0.99882436
14.69999999999995,-0.5,0.4,-1.0,0.0,0.99882436
14.59999999999995,-0.5,0.4,-1.0,0.0,0.99263126
14.49999999999995,-0.5,0.4,-1.0,0.0,0.99263126
14.39999999999995,-0.5,0.4,-1.0,0.0,0.99263126
14.299999999999951,-0.5,0.4,-1.0,0.0,0.99263126
14.199999999999951,-0.5,0.4,-1.0,0.0,0.99263126
14.099999999999952,-0.5,0.4,-1.0,0.0,0.99263126
13.999999999999952,-0.5,0.4,-1.0,0.0,0.9751082
13.899999999999952,-0.5,0.4,-1.0,0.0,0.9751082
13.799999999999953,-0.5,0.4,-1.0,0.0,0.9751082
13.699999999999953,-0.5,0.4,-1.0,0.0,0.9751082
13.599999999999953,-0.5,0.4,-1.0,0.0,0.9751084
13.499999999999954,-0.5,0.4,-1.0,0.0,0.9586583
13.399999999999954,-0.5,0.4,-1.0,0.0,0.9719941
13.299999999999955,-0.5,0.4,-1.0,0.0,0.9719941
13.199999999999955,-0.5,0.4,-1.0,0.0,0.943494
13.099999999999955,-0.5,0.4,-1.0,0.0,0.943494
12.999999999999956,-0.5,0.4,-1.0,0.0,0.93702936
12.899999999999956,-0.5,0.4,-1.0,0.0,0.93702936
12.799999999999956,-0.5,0.4,-1.0,0.0,0.93702936
12.699999999999957,-0.5,0.4,-1.0,0.0,0.9516384
12.599999999999957,-0.5,0.4,-1.0,0.0,0.9516384
12.499999999999957,-0.5,0.4,-1.0,0.0,0.9516384
12.399999999999958,-0.5,0.4,-1.0,0.0,0.9516384
12.299999999999958,-0.5,0.4,-1.0,0.0,0.9414771
12.199999999999958,-0.5,0.4,-1.0,0.0,0.8827842
12.099999999999959,-0.5,0.4,-1.0,0.0,0.8827842
11.99999999999996,-0.5,0.4,-1.0,0.0,0.8827842
11.89999999999996,-0.5,0.4,-1.0,0.0,0.89115906
11.79999999999996,-0.5,0.4,-1.0,0.0,0.89115906
11.69999999999996,-0.5,0.4,-1.0,0.0,0.89115906
11.59999999999996,-0.5,0.4,-1.0,0.0,0.9227813
11.499999999999961,-0.5,0.4,-1.0,0.0,0.9227813
11.399999999999961,-0.5,0.4,-1.0,0.0,0.9004284
11.299999999999962,-0.5,0.4,-1.0,0.0,0.9010514
11.199999999999962,-0.5,0.4,-1.0,0.0,0.8975712
11.099999999999962,-0.5,0.4,-1.0,0.0,0.92511714
10.999999999999963,-0.5,0.4,-1.0,0.0,0.9281749
10.899999999999963,-0.5,0.4,-1.0,0.0,0.9854875
10.799999999999963,-0.5,0.4,-1.0,0.0,0.97356963
10.699999999999964,-0.5,0.4,-1.0,0.0,0.9515443
10.599999999999964,-0.5,0.4,-1.0,0.0,0.88718957
10.499999999999964,-0.5,0.4,-1.0,0.0,0.8819565
10.399999999999965,-0.5,0.4,-1.0,0.0,0.9080901
10.299999999999965,-0.5,0.4,-1.0,0.0,0.92027426
10.199999999999966,-0.5,0.4,-1.0,0.0,0.87764
10.099999999999966,-0.5,0.4,-1.0,0.0,0.8859992
9.999999999999966,-0.5,0.4,-1.0,0.0,0.85354567
9.899999999999967,-0.5,0.4,-1.0,0.0,0.8859878
9.799999999999967,-0.5,0.4,-1.0,0.0,0.8859878
9.699999999999967,-0.5,0.4,-1.0,0.0,0.8859878
9.599999999999968,-0.5,0.4,-1.0,0.0,0.8859878
9.499999999999968,-0.5,0.4,-1.0,0.0,0.8859878
9.399999999999968,-0.5,0.4,-1.0,0.0,0.8859878
9.299999999999969,-0.5,0.4,-1.0,0.0,0.8859878
9.199999999999969,-0.5,0.4,-1.0,0.0,0.8859878
9.09999999999997,-0.5,0.4,-1.0,0.0,0.8859877
8.99999999999997,-0.5,0.4,-1.0,0.0,0.8859877
8.89999999999997,-0.5,0.4,-1.0,0.0,0.9149364
8.79999999999997,-0.5,0.4,-1.0,0.0,0.9149364
8.69999999999997,-0.5,0.4,-1.0,0.0,0.9149364
8.599999999999971,-0.5,0.4,-1.0,0.0,0.9149364
8.499999999999972,-0.5,0.4,-1.0,0.0,0.9152249
8.399999999999972,-0.5,0.4,-1.0,0.0,0.9207229
8.299999999999972,-0.5,0.4,-1.0,0.0,0.90074575
8.199999999999973,-0.5,0.4,-1.0,0.0,0.90074575
8.099999999999973,-0.5,0.4,-1.0,0.0,0.90074575
7.999999999999973,-0.5,0.4,-1.0,0.0,0.9406754
7.899999999999974,-0.5,0.4,-1.0,0.0,0.9406754
7.799999999999974,-0.5,0.4,-1.0,0.0,0.9128641
7.699999999999974,-0.5,0.4,-1.0,0.0,0.91286415
7.599999999999975,-0.5,0.4,-1.0,0.0,0.9128653
7.499999999999975,-0.5,0.4,-1.0,0.0,0.90437895
7.3999999999999755,-0.5,0.4,-1.0,0.0,0.9043813
7.299999999999976,-0.5,0.4,-1.0,0.0,0.960116
7.199999999999976,-0.5,0.4,-1.0,0.0,0.9591127
7.0999999999999766,-0.5,0.4,-1.0,0.0,0.9591061
6.999999999999977,-0.5,0.4,-1.0,0.0,0.9590631
6.899999999999977,-0.5,0.4,-1.0,0.0,0.964688
6.799999999999978,-0.5,0.4,-1.0,0.0,0.9646878
6.699999999999978,-0.5,0.4,-1.0,0.0,0.9646878
6.599999999999978,-0.5,0.4,-1.0,0.0,0.9646878
6.499999999999979,-0.5,0.4,-1.0,0.0,0.9646878
6.399999999999979,-0.5,0.4,-1.0,0.0,0.96468806
6.299999999999979,-0.5,0.4,-1.0,0.0,0.9652184
6.19999999999998,-0.5,0.4,-1.0,0.0,0.95457655
6.09999999999998,-0.5,0.4,-1.0,0.0,0.95457655
5.9999999999999805,-0.5,0.4,-1.0,0.0,0.95457655
5.899999999999981,-0.5,0.4,-1.0,0.0,0.95457655
5.799999999999981,-0.5,0.4,-1.0,0.0,0.95457655
5.6999999999999815,-0.5,0.4,-1.0,0.0,0.95462435
5.599999999999982,-0.5,0.4,-1.0,0.0,0.95462435
5.499999999999982,-0.5,0.4,-1.0,0.0,0.96431565
5.399999999999983,-0.5,0.4,-1.0,0.0,0.96431565
5.299999999999983,-0.5,0.4,-1.0,0.0,0.96431565
5.199999999999983,-0.5,0.4,-1.0,0.0,0.9643424
5.099999999999984,-0.5,0.4,-1.0,0.0,0.97430336
4.999999999999984,-0.5,0.4,-1.0,0.0,0.97435415
4.899999999999984,-0.5,0.4,-1.0,0.0,0.9742384
4.799999999999985,-0.5,0.4,-1.0,0.0,0.9664785
4.699999999999985,-0.5,0.4,-1.0,0.0,0.96709466
4.599999999999985,-0.5,0.4,-1.0,0.0,0.9659487
4.499999999999986,-0.5,0.4,-1.0,0.0,0.95250285
4.399999999999986,-0.5,0.4,-1.0,0.0,0.95245606
4.2999999999999865,-0.5,0.4,-1.0,0.0,0.9525237
4.199999999999987,-0.5,0.4,-1.0,0.0,0.95266175
4.099999999999987,-0.5,0.4,-1.0,0.0,0.95483637
3.999999999999987,-0.5,0.4,-1.0,0.0,0.94777083
3.899999999999987,-0.5,0.4,-1.0,0.0,1.0
3.799999999999987,-0.5,0.4,-1.0,0.0,1.0
3.699999999999987,-0.5,0.4,-1.0,0.0,1.0
3.5999999999999868,-0.5,0.4,-1.0,0.0,1.0
3.4999999999999867,-0.5,0.4,-1.0,0.0,1.0
3.3999999999999866,-0.5,0.4,-1.0,0.0,1.0
3.2999999999999865,-0.5,0.4,-1.0,0.0,1.0
3.1999999999999864,-0.5,0.4,-1.0,0.0,1.0
3.0999999999999863,-0.5,0.4,-1.0,0.0,1.0
2.9999999999999862,-0.5,0.4,-1.0,0.0,1.0
2.899999999999986,-0.5,0.4,-1.0,0.0,1.0
2.799999999999986,-0.5,0.4,-1.0,0.0,1.0
2.699999999999986,-0.5,0.4,-1.0,0.0,1.0
2.599999999999986,-0.5,0.4,-1.0,0.0,1.0
2.499999999999986,-0.5,0.4,-1.0,0.0,1.0
2.3999999999999857,-0.5,0.4,-1.0,0.0,1.0
2.2999999999999856,-0.5,0.4,-1.0,0.0,1.0
2.1999999999999855,-0.5,0.4,-1.0,0.0,1.0
2.0999999999999854,-0.5,0.4,-1.0,0.0,1.0
1.9999999999999853,-0.5,0.4,-1.0,0.0,1.0
1.8999999999999853,-0.5,0.4,-1.0,0.0,1.0
1.7999999999999852,-0.5,0.4,-1.0,0.0,1.0
1.699999999999985,-0.5,0.4,-1.0,0.0,1.0
1.599999999999985,-0.5,0.4,-1.0,0.0,1.0
1.499999999999985,-0.5,0.4,-1.0,0.0,1.0
1.3999999999999848,-0.5,0.4,-1.0,0.0,1.0
1.2999999999999847,-0.5,0.4,-1.0,0.0,1.0
1.1999999999999846,-0.5,0.4,-1.0,0.0,1.0
1.0999999999999845,-0.5,0.4,-1.0,0.0,1.0
0.9999999999999846,-0.5,0.4,-1.0,0.0,1.0
0.8999999999999846,-0.5,0.4,-1.0,0.0,1.0
0.7999999999999846,-0.5,0.4,-1.0,0.0,1.0
0.6999999999999846,-0.5,0.4,-1.0,0.0,1.0
0.5999999999999847,-0.5,0.4,-1.0,0.0,1.0
0.4999999999999847,-0.5,0.4,-1.0,0.0,1.0
0.3999999999999847,-0.5,0.4,-1.0,0.0,1.0
0.2999999999999847,-0.5,0.4,-1.0,0.0,1.0
0.19999999999998472,-0.5,0.4,-1.0,0.0,1.0
0.09999999999998471,-0.5,0.4,-1.0,0.0,1.0
-1.529332216421153e-14,-0.5,0.4,-1.0,0.0,1.0
-0.1000000000000153,-0.5,0.4,-1.0,0.0,1.0
-0.2000000000000153,-0.5,0.4,-1.0,0.0,1.0
-0.3000000000000153,-0.5,0.4,-1.0,0.0,1.0
-0.40000000000001534,-0.5,0.4,-1.0,0.0,1.0
-0.5000000000000153,-0.5,0.4,-1.0,0.0,1.0
-0.6000000000000153,-0.5,0.4,-1.0,0.0,1.0
-0.7000000000000153,-0.5,0.4,-1.0,0.0,1.0
-0.8000000000000153,-0.5,0.4,-1.0,0.0,1.0
-0.9000000000000152,-0.5,0.4,-1.0,0.0,1.0
-1.0000000000000153,-0.5,0.4,-1.0,0.0,1.0
-1.1000000000000154,-0.5,0.4,-1.0,0.0,1.0
-1.2000000000000155,-0.5,0.4,-1.0,0.0,1.0
-1.3000000000000156,-0.5,0.4,-1.0,0.0,1.0
-1.4000000000000157,-0.5,0.4,-1.0,0.0,1.0
-1.5000000000000158,-0.5,0.4,-1.0,0.0,1.0
-1.6000000000000159,-0.5,0.4,-1.0,0.0,1.0
-1.700000000000016,-0.5,0.4,-1.0,0.0,1.0
-1.800000000000016,-0.5,0.4,-1.0,0.0,1.0
-1.9000000000000161,-0.5,0.4,-1.0,0.0,1.0
-2.000000000000016,-0.5,0.4,-1.0,0.0,1.0
-2.100000000000016,-0.5,0.4,-1.0,0.0,1.0
-2.200000000000016,-0.5,0.4,-1.0,0.0,1.0
-2.3000000000000163,-0.5,0.4,-1.0,0.0,1.0
-2.4000000000000163,-0.5,0.4,-1.0,0.0,1.0
-2.5000000000000164,-0.5,0.4,-1.0,0.0,1.0
-2.6000000000000165,-0.5,0.4,-1.0,0.0,1.0
-2.7000000000000166,-0.5,0.4,-1.0,0.0,1.0
-2.8000000000000167,-0.5,0.4,-1.0,0.0,1.0
-2.900000000000017,-0.5,0.4,-1.0,0.0,1.0
-3.000000000000017,-0.5,0.4,-1.0,0.0,1.0
-3.100000000000017,-0.5,0.4,-1.0,0.0,1.0
-3.200000000000017,-0.5,0.4,-1.0,0.0,1.0
-3.300000000000017,-0.5,0.4,-1.0,0.0,1.0
-3.4000000000000172,-0.5,0.4,-1.0,0.0,1.0
-3.5000000000000173,-0.5,0.4,-1.0,0.0,1.0
-3.6000000000000174,-0.5,0.4,-1.0,0.0,1.0
-3.7000000000000175,-0.5,0.4,-1.0,0.0,1.0
-3.8000000000000176,-0.5,0.4,-1.0,0.0,1.0
-3.9000000000000177,-0.5,0.4,-1.0,0.0,1.0
-4.000000000000018,-0.5,0.4,-1.0,0.0,1.0
-4.100000000000017,-0.5,0.4,-1.0,0.0,1.0
-4.200000000000017,-0.5,0.4,-1.0,0.0,1.0
-4.300000000000017,-0.5,0.4,-1.0,0.0,1.0
-4.400000000000016,-0.5,0.4,-1.0,0.0,1.0
-4.500000000000016,-0.5,0.4,-1.0,0.0,1.0
-4.600000000000016,-0.5,0.4,-1.0,0.0,1.0
-4.700000000000015,-0.5,0.4,-1.0,0.0,1.0
-4.800000000000015,-0.5,0.4,-1.0,0.0,1.0
-4.900000000000015,-0.5,0.4,-1.0,0.0,1.0
-5.000000000000014,-0.5,0.4,-1.0,0.0,1.0
-5.100000000000014,-0.5,0.4,-1.0,0.0,1.0
-5.2000000000000135,-0.5,0.4,-1.0,0.0,1.0
-5.300000000000013,-0.5,0.4,-1.0,0.0,1.0
-5.400000000000013,-0.5,0.4,-1.0,0.0,1.0
-5.500000000000012,-0.5,0.4,-1.0,0.0,1.0
-5.600000000000012,-0.5,0.4,-1.0,0.0,1.0
-5.700000000000012,-0.5,0.4,-1.0,0.0,1.0
-5.800000000000011,-0.5,0.4,-1.0,0.0,1.0
-5.900000000000011,-0.5,0.4,-1.0,0.0,1.0
-6.000000000000011,-0.5,0.4,-1.0,0.0,1.0
-6.10000000000001,-0.5,0.4,-1.0,0.0,1.0
-6.20000000000001,-0.5,0.4,-1.0,0.0,1.0
-6.30000000000001,-0.5,0.4,-1.0,0.0,1.0
-6.400000000000009,-0.5,0.4,-1.0,0.0,1.0
-6.500000000000009,-0.5,0.4,-1.0,0.0,1.0
-6.6000000000000085,-0.5,0.4,-1.0,0.0,1.0
-6.700000000000008,-0.5,0.4,-1.0,0.0,1.0
-6.800000000000008,-0.5,0.4,-1.0,0.0,1.0
-6.9000000000000075,-0.5,0.4,-1.0,0.0,1.0
-7.000000000000007,-0.5,0.4,-1.0,0.0,1.0
-7.100000000000007,-0.5,0.4,-1.0,0.0,1.0
-7.200000000000006,-0.5,0.4,-1.0,0.0,1.0
-7.300000000000006,-0.5,0.4,-1.0,0.0,1.0
-7.400000000000006,-0.5,0.4,-1.0,0.0,1.0
-7.500000000000005,-0.5,0.4,-1.0,0.0,1.0
-7.600000000000005,-0.5,0.4,-1.0,0.0,1.0
-7.700000000000005,-0.5,0.4,-1.0,0.0,1.0
-7.800000000000004,-0.5,0.4,-1.0,0.0,1.0
-7.900000000000004,-0.5,0.4,-1.0,0.0,1.0
-8.000000000000004,-0.5,0.4,-1.0,0.0,1.0
-8.100000000000003,-0.5,0.4,-1.0,0.0,1.0
-8.200000000000003,-0.5,0.4,-1.0,0.0,1.0
-8.300000000000002,-0.5,0.4,-1.0,0.0,1.0
-8.400000000000002,-0.5,0.4,-1.0,0.0,1.0
